API,excipient,API_percent,API_coated,API_coat_percent,exc_coated,exc_coat_percent,API_silica_type,exc_silica_type,API_d10,API_d50,API_d90,API_d32,API_surf_eng,API_density,exc_d10,exc_d50,exc_d90,exc_d32,exc_surf_eng,exc_density,FF,FF_regime,API AR(-),API 1/AR,API Sphericity(-),API Elongation(-),exc AR(-),exc 1/AR,exc Sphericity(-),exc Elongation(-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,333,50,1,25,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,31.3,117,165.4,49.1,0.056,1563,8.1767,3,0.6,1.666666667,0.84,0.49,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,333,50,1,75,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,31.3,117,165.4,49.1,0.056,1563,10.24,4,0.6,1.666666667,0.84,0.49,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,333,50,1,100,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,31.3,117,165.4,49.1,0.056,1563,21.3667,4,0.6,1.666666667,0.84,0.49,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,333,50,1,50,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,31.3,117,165.4,49.1,0.056,1563,22.6322,4,0.6,1.666666667,0.84,0.49,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,333,75,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,31.3,117,165.4,49.1,0.056,1563,2.2295,2,0.6,1.666666667,0.84,0.49,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,333,75,1,50,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,31.3,117,165.4,49.1,0.056,1563,4.147,3,0.6,1.666666667,0.84,0.49,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,333,75,1,25,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,31.3,117,165.4,49.1,0.056,1563,6.7069,3,0.6,1.666666667,0.84,0.49,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,333,75,1,75,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,31.3,117,165.4,49.1,0.056,1563,8.1502,3,0.6,1.666666667,0.84,0.49,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,333,75,1,100,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,31.3,117,165.4,49.1,0.056,1563,15.0376,4,0.6,1.666666667,0.84,0.49,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,25,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,5.431,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,25,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,7.382319,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,25,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,8.05,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,25,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,9.1877,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,25,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,13.0316,4,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,25,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,16.243,4,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,25,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,16.45,4,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,50,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,2.215002,2,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,50,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,2.3435,2,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,50,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,4.6744,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,50,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,4.9246,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,50,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,5.2444,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,50,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,6.2915,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,50,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,9.2833,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,75,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,1.6129,1,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,75,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,1.750925333,1,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,75,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,3.3661,2,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,75,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,3.8618,2,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,75,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,4.0231,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,75,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,4.32,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,333,75,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,31.3,117,165.4,49.1,0.056,1563,6.3433,3,0.61,1.639344262,0.81,0.5,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,333,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,117,165.4,49.1,0.056,1563,9.4,4,0,0,0,0,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,333,0,0,0,1,100,0,1,0,0,0,0,0,0,31.3,117,165.4,49.1,0.056,1563,86.9,5,0,0,0,0,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,333,0,0,0,1,100,0,2,0,0,0,0,0,0,31.3,117,165.4,49.1,0.056,1563,33.4,5,0,0,0,0,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,333,0,0,0,1,50,0,1,0,0,0,0,0,0,31.3,117,165.4,49.1,0.056,1563,33.9,5,0,0,0,0,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,333,0,0,0,1,50,0,2,0,0,0,0,0,0,31.3,117,165.4,49.1,0.056,1563,75.8,5,0,0,0,0,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,333,0,0,0,1,25,0,1,0,0,0,0,0,0,31.3,117,165.4,49.1,0.056,1563,16.5,5,0,0,0,0,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,333,0,0,0,1,25,0,2,0,0,0,0,0,0,31.3,117,165.4,49.1,0.056,1563,15,5,0,0,0,0,0.59,1.694915254,0.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,25,0,0,0,0,0,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,2.3884,2,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,25,1,25,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,3.0938,2,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,25,1,50,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,3.2455,2,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,25,1,75,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,3.3863,2,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,25,1,100,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,4.4934,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,25,1,1,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,5.2241,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,25,0,0,1,100,0,1,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,5.68,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,25,1,100,1,100,1,1,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,37.16386333,4,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,50,0,0,0,0,0,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,2.4985,2,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,50,1,25,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,3.4857,2,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,50,1,50,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,4.0031,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,50,1,75,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,4.5626,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,50,1,100,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,5.0035,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,50,0,0,1,100,0,1,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,6.48,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,50,1,1,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,7.5981,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,50,1,100,1,100,1,1,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,43.91,4,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,75,0,0,0,0,0,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,2.7617,2,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,75,1,100,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,3.8197,2,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,75,1,50,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,4.8387,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,75,1,75,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,5.3792,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,75,0,0,1,100,0,1,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,8.64,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,75,1,1,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,9.3555,3,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,75,1,25,0,0,1,0,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,12.4332,4,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,444,75,1,100,1,100,1,1,3.1,20,82,7.3,0.041,1290,5.6,19.3,43.4,10.8,0.048,1559,13.05,4,0.55,1.818181818,0.81,0.45,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,25,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.4499,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,25,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.5217,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,25,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.5303,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,25,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.6317,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,25,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.7425,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,25,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.9031,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,25,1,100,1,100,1,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,8.91,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,25,0,0,1,100,0,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,10.4,4,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,2.9637,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.518,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.5353,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.9178,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.3772,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.8394,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,0,0,1,100,0,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,6.68,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,1,100,1,100,1,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,7.34,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,2.9042,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,0,0,1,100,0,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.55,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.7715,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.9867,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.0449,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.0596,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.3,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,100,1,100,1,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.934256,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,3.9651,2,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,1,75,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,4.0605,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,1,50,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,5.0765,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,1,100,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,5.0971,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
